MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Tools & Shop Supplies,Fastening Tools,Staples,,d10cnk,"D10CNK Prebena 1/2""x3/8"" - Staple",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Prebena (PREBE),Prebena,PREBENA®,,d10cnk,,Tools & Shop Supplies > Fastening Tools > Staples,"PREBENA PREBENA, Staple, D10CNK Series, D10CNK",PREBENA D10CNK STAPLE 1/2 X 3/8,"PREBENA® D10CNK Series D10CNK Staple, 1/2 in Width x 3/8 in Length","PREBENA® Staple, D10CNK Series, Model: D10CNK, Crown Width: 1/2 in, Length: 3/8 in, Industrial Grade Construction","PREBENA® D10CNK Series D10CNK Staple, 1/2 in Width x 3/8 in Length",Secure your fastening applications with the PREBENA D10CNK staple. Designed for reliable holding power and durability in professional and industrial projects.,,,,,,,,,,,,,,,,,,,,,,,,,,Staple,Series,D10CNK,,Model,D10CNK,,Width,1/2,in,Length,3/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/8,in,,,1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools & Shop Supplies,Fasteners & Hardware,Staples & Brad Nails,,e28cnkha,"E28CNKHA Prebena 2/4""x1 1/8"" - Staple",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Prebena (PREBE),Prebena,PREBENA®,,e28cnkha,,Tools & Shop Supplies > Fasteners & Hardware > Staples & Brad Nails,"PREBENA, Staple, 2/4 in x 1-1/8 in, E28CNKHA",PREBENA E28CNKHA 2/4X1-1/8 STAPLE,"PREBENA® E28CNKHA Staple, 2/4 in x 1-1/8 in","PREBENA® Staple, E28CNKHA, [Size: 2/4 in x 1-1/8 in], High-quality pneumatic fastener designed for durability and secure holding power in various woodworking and construction applications.","PREBENA® E28CNKHA Staple, 2/4 in x 1-1/8 in","Get reliable fastening performance with PREBENA staples. Engineered for precision and holding strength, these staples are ideal for professional construction, woodworking, and upholstery projects.",,,,,,,,,,,,,,,,,,,,,,,,,,Staple,Series,E28CNKHA,,Model,E28CNKHA,,Size,2/4 in x 1-1/8 in,,Length,1-1/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-1/8,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,HVAC,Fans,Industrial & Commercial Fans,,51334,"51334 44"" Wh Gilmour Fan",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Hunter Fan Co (4381),Hunter Industrial,Hunter®,,51334,,HVAC > Fans > Industrial & Commercial Fans,"Hunter Gilmour Industrial Fan, 44 in, 51334",HUNTER 51334 44IN GILMOUR FAN,"Hunter® Gilmour Series 51334 Industrial Fan, 44 in Blade Diameter","Hunter® Gilmour Series Industrial Fan, Model: 51334, Blade Diameter: 44 in, Fan Type: Industrial/Commercial, Color: Silver/Black, Material: Metal","Hunter® Gilmour Series 51334 Industrial Fan, 44 in Blade Diameter","Keep your large industrial spaces cool and comfortable with the Hunter Gilmour 44-inch fan. Designed for heavy-duty performance, this fan delivers powerful airflow to meet the demands of commercial and industrial environments.",,,,,,,,,,,,,,,,,,,,,,,,,,Industrial Fan,Series,Gilmour,,Model,51334,,Blade Diameter,44,in,Mounting Type,Floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,HVAC,Ceiling Fans & Accessories,Standard Ceiling Fans,,59210,"59210 52"" BZ Sent Hunter Fan",-- Unbranded --,-- No Unilog Brand --,Hunter,Hunter Fan Co (4381),Hunter Fan Company,Hunter®,,59210,,HVAC & Fan > Ceiling Fans > Standard Ceiling Fans,"Hunter 52-Inch Bronze Ceiling Fan, Bronze Finish, 59210",59210 52IN BZ HUNTER CEILING FAN,Hunter® 59210 52-Inch Bronze Ceiling Fan,"Hunter® Standard Ceiling Fan, Model: 59210, 52 in Size, Bronze Finish, Includes 52 in blade span and integrated lighting/control options standard to the series.",Hunter® 59210 52-Inch Bronze Ceiling Fan,"Enhance your living space with the Hunter 52-inch bronze ceiling fan. Designed for optimal airflow and stylish appeal, this fan delivers reliable performance and comfort for any room.",,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling Fan,Model,59210,,Size,52,in,Color,Bronze,,Finish,Bronze,,Mounting Type,Ceiling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,HVAC,Ceiling Fans & Accessories,Ceiling Fans,,52485,"52485 52"" MB Anisten Fan",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Hunter Fan Co (4381),Hunter Fan Company,Hunter®,,52485,,HVAC & Fan > Ceiling Fans & Accessories > Ceiling Fans,"Hunter Anisten 52 in Matte Black Ceiling Fan, 52485",HUNTER 52IN ANISTEN MATTE BLACK FAN,"Hunter® Anisten 52485 Ceiling Fan, 52 in, Matte Black","Hunter® Anisten Ceiling Fan, Series: Anisten, 52485, 52 in Blade Span, Matte Black Finish, Blade Material: Composite, Mounting Type: Downrod, Control Type: Handheld Remote","Hunter® Anisten 52485 Ceiling Fan, 52 in, Matte Black","The Hunter Anisten ceiling fan combines modern style with optimal airflow for your living space. Featuring a sleek matte black finish, this 52-inch fan delivers powerful and whisper-quiet cooling performance.",,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling Fan,Series,Anisten,,Model,52485,,Size,52,in,Color,Matte Black,,Finish,Matte Black,,Mounting Type,Downrod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,HVAC,Fans,Ceiling Fans,,52486,"52486 44"" MB Anisten Fan",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Hunter Fan Co (4381),Hunter Fan Company,HUNTER®,,52486,,HVAC > Fans > Ceiling Fans,"HUNTER Anisten 44 in Matte Black Ceiling Fan, 52486",HUNTER 52486 44IN MB ANISTEN FAN,"HUNTER® Anisten Series 52486 Ceiling Fan, 44 in, Matte Black, LED Light Kit","HUNTER® Anisten Series ceiling fan, Model: 52486, 44 in blade span, Matte Black finish, includes integrated LED light kit, reversible motor, indoor rating.","HUNTER® Anisten Series 52486 Ceiling Fan, 44 in, Matte Black, LED Light Kit","The Hunter Anisten 44-inch ceiling fan combines modern style with efficient airflow, featuring a sleek matte black finish and an integrated LED light kit to brighten your space while keeping it comfortable.",,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling Fan,Series,Anisten,,Model,52486,,Size,44,in,Color / Finish,Matte Black,,Mounting Type,Ceiling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,HVAC,Ceiling Fans,Standard Ceiling Fans,,52487,"52487 52"" WH Anisten Fan",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Hunter Fan Co (4381),Hunter Fan Company,Hunter®,,52487,,HVAC & Fans > Ceiling Fans & Accessories > Standard Ceiling Fans,"Hunter Anisten 52 in Ceiling Fan, Matte Silver, 52487",HUNTER 52IN ANISTEN CEILING FAN 52487,"Hunter® Anisten Series 52487 Ceiling Fan, 52 in Blade Span, Matte Silver","Hunter® Anisten Series ceiling fan, Model: 52487, 52 in blade span, Matte Silver finish, modern indoor design with integrated lighting and reversible motor.","Hunter® Anisten Series 52487 Ceiling Fan, 52 in Blade Span, Matte Silver","Upgrade your home comfort and style with the Hunter Anisten ceiling fan. Featuring a sleek modern design and efficient airflow, this 52-inch fan is the perfect centerpiece for any medium to large indoor living space.",,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling Fan,Series,Anisten,,Model,52487,,Blade Span,52,in,Color / Finish,Matte Silver,,Mounting Type,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,HVAC,Fans,Ceiling Fans,,52488,"52488 44"" WH Anisten Fan",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Hunter Fan Co (4381),Hunter Fan Company,Hunter®,,52488,,HVAC & Fan > Ceiling Fans & Accessories > Ceiling Fans,"Hunter Anisten 44-Inch Ceiling Fan in White, 52488",HUNTER 52488 44IN ANISTEN CEILING FAN,"Hunter® Anisten Series 52488 44-Inch Ceiling Fan, White","Hunter® Anisten Series ceiling fan, model 52488, features a 44 in blade span and a clean White finish. Designed for residential or commercial indoor cooling, combining modern style with reliable airflow.","Hunter® Anisten Series 52488 44-Inch Ceiling Fan, White","Enhance your indoor living space with the Hunter Anisten 44-inch ceiling fan. Featuring a sleek white finish and modern design, it delivers quiet, efficient airflow while perfectly complementing your home decor.",,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling Fan,Brand,Hunter,,Series,Anisten,,Model,52488,,Size,44,in,Color,White,,Mounting Type,Ceiling Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,HVAC,Fans,Ceiling Fans,,52655,"52655 52"" MB Xidane Hunter Fan",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Hunter Fan Co (4381),Hunter Fan Company,Hunter®,,52655,,HVAC & Fans > Ceiling Fans > Standard Ceiling Fans,"Hunter Xidane 52 in Matte Black Ceiling Fan, 52655",HUNTER 52IN MB XIDANE CEILING FAN,"Hunter® Xidane 52655 Ceiling Fan, 52 in, Matte Black, 5 Blades","Hunter® Xidane ceiling fan, 52 in blade span, Matte Black finish, 5 blades, includes light kit (if applicable), designed for indoor/outdoor residential and commercial spaces, high-performance reversible motor.","Hunter® Xidane 52655 Ceiling Fan, 52 in, Matte Black, 5 Blades","The Hunter Xidane ceiling fan combines modern style with exceptional performance. Featuring a sleek Matte Black finish and a generous 52-inch blade span, it delivers powerful airflow and adds a touch of elegance to any room.",,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling Fan,Series,Xidane,,Model,52655,,Size,52,in,Color,Matte Black,,Finish,Matte Black,,Number of Blades,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,HVAC & Fan,Ceiling Fans & Accessories,Standard Ceiling Fans,,59261,"59261 52"" PB Cassius Fan",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Hunter Fan Co (4381),Hunter Fan Company,Hunter®,,59261,,HVAC & Fan > Ceiling Fans & Accessories > Standard Ceiling Fans,"Hunter Fan Co 52-Inch Cassius Ceiling Fan in Pewter, 59261",HUNTER 59261 52IN CASSIUS CEILING FAN,"Hunter® Cassius 59261 52 in Ceiling Fan, Pewter Finish","Hunter® Cassius Ceiling Fan, 59261, 52 in Blade Span, Pewter Finish, [Blade Pitch], [Airflow], [Control Type], [Number of Blades]","Hunter® Cassius 59261 52 in Ceiling Fan, Pewter Finish","The Hunter Cassius ceiling fan combines a sleek, modern aesthetic with powerful performance. Ideal for standard-sized rooms, this 52-inch fan delivers optimal airflow while enhancing your home decor with its sophisticated pewter finish.",,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling Fan,Series,Cassius,,Model,59261,,Size,52,in,Color,Pewter,,Finish,Pewter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,HVAC,Ceiling Fans & Accessories,Ceiling Fans,,51731,"51731 52"" MB Jetty Hunter Fan",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Hunter Fan Co (4381),Hunter Fan Company,Hunter®,,51731,,HVAC & Fan > Ceiling Fans & Accessories > Ceiling Fans,"Hunter Jetty Hunter Ceiling Fan, 52 in Blade Span, Matte Black, 51731",HUNTER 51731 52IN JETTY HUNTER FAN,"Hunter® Jetty Hunter Series 51731 Ceiling Fan, 52 in Blade Span, Matte Black Finish","Hunter® Jetty Hunter Ceiling Fan, Series: Jetty Hunter, Model: 51731, 52 in Blade Span, Matte Black Finish, Indoor/Outdoor Use, Pull Chain Control, 5 Blades","Hunter® Jetty Hunter Series 51731 Ceiling Fan, 52 in Blade Span, Matte Black Finish","Bring style and powerful airflow to your living space with the Hunter Jetty Hunter ceiling fan. Featuring a sleek matte black finish and a generous 52-inch blade span, this fan provides optimal air circulation while seamlessly complementing your modern home decor.",,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling Fan,Series,Jetty Hunter,,Model,51731,,Size,52,in,Color,Matte Black,,Finish,Matte Black,,Number of Blades,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools & Shop Supplies,Power Tools,Cordless Vacuums,,XLC10ZW,XLC10ZW Makita 18V Cordless Vacuum (Bare),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),Makita Corporation,MAKITA®,,XLC10ZW,,Tools & Shop Supplies > Power Tools > Cordless Vacuums,"MAKITA XLC10ZW 18V LXT Lithium-Ion Cordless Vacuum, Bare Tool",MAKITA XLC10ZW 18V CORDLESS VACUUM,MAKITA® XLC10ZW 18V LXT® Lithium-Ion Cordless Vacuum (Bare Tool),"MAKITA® XLC10ZW 18V LXT® Lithium-Ion Cordless Vacuum, Bare Tool, 18 V Voltage Rating, Battery Included: No, Cordless: Yes",MAKITA® XLC10ZW 18V LXT® Lithium-Ion Cordless Vacuum (Bare Tool),Experience powerful and portable cleaning on the jobsite with the Makita 18V LXT Cordless Vacuum. This bare tool is designed to deliver strong suction power for fast and efficient cleanup without the hassle of a cord.,,,,,,,,,,,,,,,,,,,,,,,,,,Cordless Vacuum,Series,LXT®,,Model,XLC10ZW,,Voltage Rating,18,V,Power Source,Battery,,Battery Included,No,,Cordless,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Security,Intrusion Detection,Driveway Alarms,,HS-DA,HS-DA Motion Driveway Alert,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Sabre (9195),Mace Security International,Mace®,,HS-DA,,Security & Surveillance > Access Control & Intrusion Detection > Driveway Alarms & Sensors,"Mace Motion Driveway Alert Security System, HS-DA",MACE HS-DA MOTION DRIVEWAY ALERT,Mace® HS-DA Motion Driveway Alert Sensor System,"Mace® Motion Driveway Alert, Series: HS-DA, Model: HS-DA, Alert Type: Motion, Application: Driveway & Perimeter Security, Power Source: Battery, Color: White/Black",Mace® HS-DA Motion Driveway Alert Sensor System,"Keep your property secure with the Mace Motion Driveway Alert. This reliable system notifies you instantly of visitors, vehicles, or intruders entering your driveway or perimeter.",,,,,,,,,,,,,,,,,,,,,,,,,,Driveway Alert,Series,HS-DA,,Model,HS-DA,,Alert Type,Motion,,Application,Driveway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Building Materials,Fencing & Gates,Gate Hardware,,73002252,Black Gate Gravity Latch RDI,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,RDI,RDI®,,73002252,,Building Materials > Fencing & Gates > Gate Hardware,"RDI Gate Gravity Latch, Black, 73002252",RDI BLACK GATE GRAVITY LATCH,"RDI® 73002252 Gate Gravity Latch, Black","RDI® Gate Gravity Latch, Black, 73002252, Heavy-duty construction, Designed for secure gate closure, Weather-resistant finish","RDI® 73002252 Gate Gravity Latch, Black","Secure your outdoor gates with the reliable RDI Gate Gravity Latch. Featuring a durable black finish and robust construction, it ensures smooth operation and long-lasting security for residential and commercial fencing.",,,,,,,,,,,,,,,,,,,,,,,,,,Gate Gravity Latch,Series,Gravity Latch,,Model,73002252,,Color,Black,,Application,Gate,,Latch Type,Gravity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,,Tools & Shop Supplies,Jobsite Storage & Organization,Tumblers & Water Bottles,,48-22-8396R,48-22-8396R Milw 24oz Bottle - Insulated,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Electric Tool,MILWAUKEE®,,48-22-8396R,,Tools & Shop Supplies > Jobsite Storage & Organization > Tumblers & Water Bottles,"MILWAUKEE 24 oz Insulated Water Bottle, Red, 48-22-8396R",MILW 48-22-8396R 24OZ INSULATED BOTTLE,"MILWAUKEE® 48-22-8396R 24 oz Insulated Bottle, Red","MILWAUKEE® 24 oz Insulated Bottle, 48-22-8396R, Capacity: 24 oz, Color: Red, Insulation Type: Vacuum Insulated, Material: Stainless Steel","MILWAUKEE® 48-22-8396R 24 oz Insulated Bottle, Red","Stay hydrated on the jobsite with the Milwaukee 24 oz Insulated Bottle. Featuring durable stainless steel construction and double-wall vacuum insulation, it keeps your drinks cold or hot all day long.",,,,,,,,,,,,,,,,,,,,,,,,,,Insulated Bottle,Capacity,24,oz,Color,Red,,Material,Stainless Steel,,Insulation Type,Vacuum Insulated,,Model,48-22-8396R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
